entity_id,entity_type,name,category,city,region,latitude,longitude,rating_norm,price_sar,source,source_url,data_period,snapshot_date,retrieved_at,is_live
places_03250,place,Ashjar Cafe,restaurants,Riyadh,Riyadh,24.7863199,46.6586271,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03251,place,Awtar Alshay,restaurants,Riyadh,Riyadh,24.8071183,46.64913,0.7,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03252,place,Let’s Patty,restaurants,Riyadh,Riyadh,24.7966244,46.6514974,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03253,place,Reca,restaurants,Riyadh,Riyadh,24.7845694,46.6605569,0.76,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03254,place,Ashjar Gifts,flowers_and_plants,Riyadh,Riyadh,24.7865684,46.6583323,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03255,place,Yumoriz,restaurants,Riyadh,Riyadh,24.8075625,46.6490625,,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03256,place,SOCIABLE,restaurants,Riyadh,Riyadh,24.79672922,46.65140027,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03257,place,Cook Door,restaurants,Riyadh,Riyadh,24.807335,46.6490231,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03258,place,CAFE TALE,restaurants,Riyadh,Riyadh,24.78258413,46.70600751,1.0,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03259,place,H2E,restaurants,Riyadh,Riyadh,24.7966263,46.6513515,0.78,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03260,place,Slider Room,restaurants,Riyadh,Riyadh,24.7966263,46.6513515,0.7,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03261,place,Mama Noura Lqimat,restaurants,Riyadh,Riyadh,24.807676,46.648891,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03262,place,Kantaka,restaurants,Riyadh,Riyadh,24.83160716,46.6597843,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03263,place,CHAPTER,restaurants,Riyadh,Riyadh,24.7964566,46.6512473,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03264,place,KARTON MASHWI,restaurants,Riyadh,Riyadh,24.83168102,46.65977471,0.76,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03265,place,Archi‏‏,restaurants,Riyadh,Riyadh,24.8021498,46.649336,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03266,place,Lishlazz,restaurants,Riyadh,Riyadh,24.78235998,46.66262515,0.8,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03267,place,Give me five,restaurants,Riyadh,Riyadh,24.8318138,46.6596332,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03268,place,Al Sheraa,restaurants,Riyadh,Riyadh,24.8023693,46.6490302,0.6799999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03269,place,Empator Shawrma,restaurants,Riyadh,Riyadh,24.802111,46.649056,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03270,place,DOLCE,restaurants,Riyadh,Riyadh,24.8248068,46.6533321,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03271,place,BAIT AL KATAKIT,restaurants,Riyadh,Riyadh,24.80192357,46.64905481,0.64,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03272,place,Rose Sweets,restaurants,Riyadh,Riyadh,24.7830041,46.6613649,0.8,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03273,place,Faisal Tea,restaurants,Riyadh,Riyadh,24.7920387,46.6529962,0.7,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03274,place,Oven &amp; Saj,restaurants,Riyadh,Riyadh,24.80145039,46.64903155,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03275,place,Dom sweets,restaurants,Riyadh,Riyadh,24.82597106,46.65392924,1.0,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03276,place,Shawayat alsamak,restaurants,Riyadh,Riyadh,24.809391,46.6481087,0.7,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03277,place,AlHamra AlBukhari,restaurants,Riyadh,Riyadh,24.8094277,46.648102,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03278,place,Amo Hamza,restaurants,Riyadh,Riyadh,24.8095526,46.6480598,0.74,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03279,place,Kayk,restaurants,Riyadh,Riyadh,24.80077248,46.64894719,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03280,place,SEVDA,restaurants,Riyadh,Riyadh,24.81723856,46.64936786,,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03281,place,ULB,restaurants,Riyadh,Riyadh,24.8010438,46.64885095,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03282,place,Shawarma Hanim,restaurants,Riyadh,Riyadh,24.8250734,46.6530126,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03283,place,Karak Gholam,restaurants,Riyadh,Riyadh,24.8218762,46.6511108,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03284,place,The Hub,restaurants,Riyadh,Riyadh,24.8010625,46.6486875,0.78,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03285,place,CHKN,restaurants,Riyadh,Riyadh,24.8010625,46.6486875,0.76,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03286,place,FRUIT HOUSE,restaurants,Riyadh,Riyadh,24.82520083,46.65292738,0.6799999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03287,place,TIKO,restaurants,Riyadh,Riyadh,24.8008455,46.6487265,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03288,place,SALAD IN,restaurants,Riyadh,Riyadh,24.8254504,46.653007,0.7,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03289,place,"Al-Fawaris maydan , Arabic coffee",restaurants,Riyadh,Riyadh,24.8099276,46.647708,0.8,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03290,place,Diet Center,restaurants,Riyadh,Riyadh,24.810044,46.647696,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03291,place,rollanti,restaurants,Riyadh,Riyadh,24.83208074,46.65855696,1.0,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03292,place,Abu Jbara,restaurants,Riyadh,Riyadh,24.780641,46.663541,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03293,place,Appelpaj,restaurants,Riyadh,Riyadh,24.8319728,46.6583334,0.9800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03294,place,The Lebanese bakery,restaurants,Riyadh,Riyadh,24.80143924,46.64825313,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03295,place,Zghotta,restaurants,Riyadh,Riyadh,24.80154046,46.64822265,0.76,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03296,place,Dig it,restaurants,Riyadh,Riyadh,24.8016672,46.6481911,0.8,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03297,place,Convoy Coffee,restaurants,Riyadh,Riyadh,24.7811118,46.7067656,1.0,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03298,place,Black Bun,restaurants,Riyadh,Riyadh,24.8005049,46.6479184,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03299,place,Mr Asado Burger,restaurants,Riyadh,Riyadh,24.8005049,46.6479184,0.96,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03300,place,Najd Village,restaurants,Riyadh,Riyadh,24.812934,46.647282,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03301,place,Caoua,restaurants,Riyadh,Riyadh,24.7742999,46.6806749,,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03302,place,Kawakeet Sweets,restaurants,Riyadh,Riyadh,24.8310488,46.656541,0.96,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03303,place,Al Sadhan,supermarket,Riyadh,Riyadh,24.822594,46.6502735,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03304,place,Nmeer,restaurants,Riyadh,Riyadh,24.8418193,46.6771297,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03305,place,Portia Burger,restaurants,Riyadh,Riyadh,24.84182417,46.67714579,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03306,place,Bomo,restaurants,Riyadh,Riyadh,24.800615,46.6476974,,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03307,place,Le Gourmet,restaurants,Riyadh,Riyadh,24.7803375,46.6625469,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03308,place,Mareej,restaurants,Riyadh,Riyadh,24.8225988,46.6500759,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03309,place,Diplomat,restaurants,Riyadh,Riyadh,24.780086,46.662692,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03310,place,Umaymaty,restaurants,Riyadh,Riyadh,24.8328273,46.6578756,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03311,place,Green Mill Bakery,restaurants,Riyadh,Riyadh,24.8225166,46.6499255,1.0,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03312,place,Fish Face,restaurants,Riyadh,Riyadh,24.82224,46.649767,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03313,place,Waffle Shop,restaurants,Riyadh,Riyadh,24.8121,46.6466946,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03314,place,Koshari Station,restaurants,Riyadh,Riyadh,24.8224162,46.64972505,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03315,place,Haku,restaurants,Riyadh,Riyadh,24.8223315,46.6496789,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03316,place,Jasmine season,flowers_and_plants,Riyadh,Riyadh,24.8330131,46.6577735,0.74,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03317,place,Wokk,restaurants,Riyadh,Riyadh,24.82246174,46.64965208,0.96,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03318,place,KATSU SANDO,restaurants,Riyadh,Riyadh,24.8002667,46.6473169,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03319,place,Jolly Burger,restaurants,Riyadh,Riyadh,24.822431,46.649582,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03320,place,Outta,restaurants,Riyadh,Riyadh,24.810996,46.646332,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03321,place,Mangoosha Circle,restaurants,Riyadh,Riyadh,24.8332043,46.6578076,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03322,place,PARTY BOX,restaurants,Riyadh,Riyadh,24.811953,46.6463599,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03323,place,Marble Slab Creamery,restaurants,Riyadh,Riyadh,24.8127014,46.6464533,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03324,place,Eggz And Cheez,restaurants,Riyadh,Riyadh,24.83319835,46.65773397,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03325,place,Achar Chefna,restaurants,Riyadh,Riyadh,24.81259331,46.64640711,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03326,place,Pasta 19,restaurants,Riyadh,Riyadh,24.8428054,46.6794841,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03327,place,Sugo Pasta,restaurants,Riyadh,Riyadh,24.8428054,46.6794841,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03328,place,Hels,restaurants,Riyadh,Riyadh,24.83326552,46.65769114,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03329,place,KOMI Broasted,restaurants,Riyadh,Riyadh,24.8332511,46.6576519,0.8,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03330,place,khubz &amp; nawashif,restaurants,Riyadh,Riyadh,24.811754,46.6462018,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03331,place,Country Pies,restaurants,Riyadh,Riyadh,24.811754,46.6462018,,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03332,place,Little Caesar's pizza,restaurants,Riyadh,Riyadh,24.83326193,46.65759867,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03333,place,Qoutof and Hala,restaurants,Riyadh,Riyadh,24.8115259,46.6461112,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03334,place,Laimona Restaurants,restaurants,Riyadh,Riyadh,24.778166,46.664713,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03335,place,Branches,flowers_and_plants,Riyadh,Riyadh,24.8427907,46.6780458,0.96,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03336,place,Bakery Portal,restaurants,Riyadh,Riyadh,24.812696,46.646201,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03337,place,Kaftoon,restaurants,Riyadh,Riyadh,24.8131113,46.6462462,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03338,place,Taco Tikko,restaurants,Riyadh,Riyadh,24.8131113,46.6462462,0.52,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03339,place,Mahkor,restaurants,Riyadh,Riyadh,24.7733009,46.6879631,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03340,place,Smokey house,restaurants,Riyadh,Riyadh,24.812988,46.646212,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03341,place,Occasion Bakery,restaurants,Riyadh,Riyadh,24.8118263,46.6460511,0.96,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03342,place,Enchantee Bakery,restaurants,Riyadh,Riyadh,24.8118263,46.6460511,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03343,place,Oven Time,restaurants,Riyadh,Riyadh,24.8118263,46.6460511,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03344,place,MEAT AND MORE,Butchery,Riyadh,Riyadh,24.8116724,46.646007,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03345,place,Fogon,restaurants,Riyadh,Riyadh,24.8131674,46.6461883,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03346,place,PULET,restaurants,Riyadh,Riyadh,24.81301635,46.64612684,0.78,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03347,place,Lava Cake,restaurants,Riyadh,Riyadh,24.81311666,46.64612124,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03348,place,OG,restaurants,Riyadh,Riyadh,24.8133163,46.6461427,0.76,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03349,place,Taghmees,restaurants,Riyadh,Riyadh,24.843262,46.67916,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03350,place,Aseel Nabulsieh Kunafa,restaurants,Riyadh,Riyadh,24.773118,46.689062,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03351,place,Olive Fish,restaurants,Riyadh,Riyadh,24.8134379,46.6459603,0.76,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03352,place,Juice House,restaurants,Riyadh,Riyadh,24.7731001,46.6891589,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03353,place,Tomillos Bakery,restaurants,Riyadh,Riyadh,24.77975342,46.70768839,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03354,place,Petit Louis Entrecote,restaurants,Riyadh,Riyadh,24.813209,46.6458591,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03355,place,Gimme salad,restaurants,Riyadh,Riyadh,24.7929473,46.6490764,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03356,place,Taim,restaurants,Riyadh,Riyadh,24.8109124,46.6452092,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03357,place,DB Burger,restaurants,Riyadh,Riyadh,24.7929447,46.6488061,0.5,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03358,place,Basbosah Time,restaurants,Riyadh,Riyadh,24.773005,46.6772543,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03359,place,Lamy,restaurants,Riyadh,Riyadh,24.800581,46.645853,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03360,place,Buzz bite,restaurants,Riyadh,Riyadh,24.7780469,46.6628391,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03361,place,Kenaz,restaurants,Riyadh,Riyadh,24.8103115,46.6448194,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03362,place,Arabica Star Cafe,restaurants,Riyadh,Riyadh,24.7723636,46.6894086,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03363,place,Cinnamon Bakery,restaurants,Riyadh,Riyadh,24.785101,46.6537545,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03364,place,Off White Lounge,restaurants,Riyadh,Riyadh,24.775907,46.66601,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03365,place,Gloria Jean's,restaurants,Riyadh,Riyadh,24.8446862,46.684776,0.8,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03366,place,Dutch Brunch,restaurants,Riyadh,Riyadh,24.7919958,46.6485383,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03367,place,Bakir,restaurants,Riyadh,Riyadh,24.8101253,46.6442669,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03368,place,With Love,home_and_gifts,Riyadh,Riyadh,24.80243088,46.64455802,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03369,place,Kanafat Aldhawaqa,restaurants,Riyadh,Riyadh,24.81014425,46.6440167,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03370,place,A Must,restaurants,Riyadh,Riyadh,24.809997,46.643825,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03371,place,Kabab Laban,restaurants,Riyadh,Riyadh,24.77791629,46.66119723,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03372,place,SUSAM,restaurants,Riyadh,Riyadh,24.82043183,46.64602408,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03373,place,Alturuq Alafadil restaurant,restaurants,Riyadh,Riyadh,24.8447864,46.6780644,1.0,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03374,place,MXD,restaurants,Riyadh,Riyadh,24.790378,46.6487794,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03375,place,Value cafe,restaurants,Riyadh,Riyadh,24.7977901,46.6453702,0.6799999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03376,place,Sweetest Logimat,restaurants,Riyadh,Riyadh,24.810439,46.643781,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03377,place,Olea,restaurants,Riyadh,Riyadh,24.8098948,46.6437388,0.74,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03378,place,Happiness Kunafa,restaurants,Riyadh,Riyadh,24.8349065,46.6561471,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03379,place,FLOD,restaurants,Riyadh,Riyadh,24.7900776,46.6489057,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03380,place,Meatful,restaurants,Riyadh,Riyadh,24.7712611,46.68039,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03381,place,Zafran Indian Bistro,restaurants,Riyadh,Riyadh,24.772029,46.675144,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03382,place,Yalla biryani,restaurants,Riyadh,Riyadh,24.7720079,46.6751398,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03383,place,Pasta Delizia,restaurants,Riyadh,Riyadh,24.7898496,46.6487886,0.74,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03384,place,Labkah,restaurants,Riyadh,Riyadh,24.7898478,46.6487799,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03385,place,Nando's,restaurants,Riyadh,Riyadh,24.771923,46.674826,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03386,place,Jadeel,restaurants,Riyadh,Riyadh,24.8206475,46.6456767,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03387,place,Saldwich,restaurants,Riyadh,Riyadh,24.78967,46.648653,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03388,place,Tree house,restaurants,Riyadh,Riyadh,24.7902644,46.6482677,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03389,place,Milk Cake Bakery,restaurants,Riyadh,Riyadh,24.7727644,46.6978714,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03390,place,Deleat,restaurants,Riyadh,Riyadh,24.7726341,46.6975514,0.96,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03391,place,Saj wish,restaurants,Riyadh,Riyadh,24.77468285,46.70303319,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03392,place,Thursday burger,restaurants,Riyadh,Riyadh,24.81709452,46.64423327,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03393,place,Sastoria,restaurants,Riyadh,Riyadh,24.7725541,46.6978244,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03394,place,Pizza Roni,restaurants,Riyadh,Riyadh,24.8301039,46.6506426,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03395,place,Slushy's,restaurants,Riyadh,Riyadh,24.772521,46.697942,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03396,place,Pew Pew,restaurants,Riyadh,Riyadh,24.7724093,46.6976145,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03397,place,SEEDLING SALAD,restaurants,Riyadh,Riyadh,24.7889736,46.6487376,0.9,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03398,place,Veloce,restaurants,Riyadh,Riyadh,24.772353,46.6977378,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03399,place,Slider House,restaurants,Riyadh,Riyadh,24.772353,46.6977378,0.9199999999999999,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03400,place,Broasted key,restaurants,Riyadh,Riyadh,24.8174181,46.6440617,0.8400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03401,place,Hamsa and Taghmisa,restaurants,Riyadh,Riyadh,24.77446076,46.7033421,0.9400000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03402,place,Cowakib Burgers,restaurants,Riyadh,Riyadh,24.7723295,46.6977497,0.6,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03403,place,Churros World,restaurants,Riyadh,Riyadh,24.7723295,46.6977497,0.82,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03404,place,Churros Land,restaurants,Riyadh,Riyadh,24.7723295,46.6977497,0.74,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03405,place,Ur Destination,restaurants,Riyadh,Riyadh,24.7723177,46.6977217,0.8800000000000001,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03406,place,Wagyu,restaurants,Riyadh,Riyadh,24.7723079,46.6976977,0.86,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
places_03407,place,Glare Café,restaurants,Riyadh,Riyadh,24.7743547,46.7031853,0.8,,riyadh_places_kaggle,,static,,2026-09-13T06:37:48.725748+00:00,False
